Site	Date	Plot	R	Bm	P	N	Sp	Pa		
VO	5/30/2002	1	5	16.25	3.19	0.01	S1	1		
VO	5/30/2002	1	5	16.25	3.19	0.01	S2	1		
VO	5/30/2002	1	5	16.25	3.19	0.01	S3	1		
VO	5/30/2002	1	5	16.25	3.19	0.01	S4	1		0.99
VO	5/30/2002	1	5	16.25	3.19	0.01	S5	1		
VO	5/30/2002	2	3	88.82	11.91	0	S1	0		
VO	5/30/2002	2	3	88.82	11.91	0	S2	1		
VO	5/30/2002	2	3	88.82	11.91	0	S3	1		
VO	5/30/2002	2	3	88.82	11.91	0	S4	0		
VO	5/30/2002	2	3	88.82	11.91	0	S5	1		
VO	5/30/2002	3	4	22	13.76	0.36	S1	1		
VO	5/30/2002	3	4	22	13.76	0.36	S2	1		
VO	5/30/2002	3	4	22	13.76	0.36	S3	1		
VO	5/30/2002	3	4	22	13.76	0.36	S4	0		
VO	5/30/2002	3	4	22	13.76	0.36	S5	1		
VO	5/30/2002	4	2	12.36	5.14	0.22	S1	0
VO	5/30/2002	4	2	12.36	5.14	0.22	S2	1
VO	5/30/2002	4	2	12.36	5.14	0.22	S3	0
VO	5/30/2002	4	2	12.36	5.14	0.22	S4	0
VO	5/30/2002	4	2	12.36	5.14	0.22	S5	1
VO	5/30/2002	5	3	22.18	7.15	0.35	S1	0
VO	5/30/2002	5	3	22.18	7.15	0.35	S2	0
VO	5/30/2002	5	3	22.18	7.15	0.35	S3	1
VO	5/30/2002	5	3	22.18	7.15	0.35	S4	1
VO	5/30/2002	5	3	22.18	7.15	0.35	S5	1
VO	5/30/2002	6	4	15.5	14.35	0.15	S1	0
VO	5/30/2002	6	4	15.5	14.35	0.15	S2	1
VO	5/30/2002	6	4	15.5	14.35	0.15	S3	1
VO	5/30/2002	6	4	15.5	14.35	0.15	S4	1
VO	5/30/2002	6	4	15.5	14.35	0.15	S5	1
VO	5/30/2002	7	4	61.49	12.65	0.45	S1	1
VO	5/30/2002	7	4	61.49	12.65	0.45	S2	0
VO	5/30/2002	7	4	61.49	12.65	0.45	S3	1
VO	5/30/2002	7	4	61.49	12.65	0.45	S4	1
VO	5/30/2002	7	4	61.49	12.65	0.45	S5	1
VO	5/30/2002	8	3	10.04	4.42	0.76	S1	0
VO	5/30/2002	8	3	10.04	4.42	0.76	S2	1
VO	5/30/2002	8	3	10.04	4.42	0.76	S3	1
VO	5/30/2002	8	3	10.04	4.42	0.76	S4	0
VO	5/30/2002	8	3	10.04	4.42	0.76	S5	1
VO	5/30/2002	9	5	75.58	3.55	0.76	S1	1
VO	5/30/2002	9	5	75.58	3.55	0.76	S2	1
VO	5/30/2002	9	5	75.58	3.55	0.76	S3	1
VO	5/30/2002	9	5	75.58	3.55	0.76	S4	1
VO	5/30/2002	9	5	75.58	3.55	0.76	S5	1
VO	5/30/2002	10	2	52.48	18.53	0.91	S1	0
VO	5/30/2002	10	2	52.48	18.53	0.91	S2	1
VO	5/30/2002	10	2	52.48	18.53	0.91	S3	1
VO	5/30/2002	10	2	52.48	18.53	0.91	S4	0
VO	5/30/2002	10	2	52.48	18.53	0.91	S5	0
VO	6/1/2002	11	2	88.2	10.68	0.9	S1	0
VO	6/1/2002	11	2	88.2	10.68	0.9	S2	0
VO	6/1/2002	11	2	88.2	10.68	0.9	S3	1
VO	6/1/2002	11	2	88.2	10.68	0.9	S4	1
VO	6/1/2002	11	2	88.2	10.68	0.9	S5	0
VO	6/1/2002	12	5	15.8	16.72	0.7	S1	1
VO	6/1/2002	12	5	15.8	16.72	0.7	S2	1
VO	6/1/2002	12	5	15.8	16.72	0.7	S3	1
VO	6/1/2002	12	5	15.8	16.72	0.7	S4	1
VO	6/1/2002	12	5	15.8	16.72	0.7	S5	1
VO	6/1/2002	13	4	9.97	12.93	0.86	S1	1
VO	6/1/2002	13	4	9.97	12.93	0.86	S2	1
VO	6/1/2002	13	4	9.97	12.93	0.86	S3	1
VO	6/1/2002	13	4	9.97	12.93	0.86	S4	0
VO	6/1/2002	13	4	9.97	12.93	0.86	S5	1
VO	6/1/2002	14	2	14.93	8.28	0.99	S1	1
VO	6/1/2002	14	2	14.93	8.28	0.99	S2	0
VO	6/1/2002	14	2	14.93	8.28	0.99	S3	1
VO	6/1/2002	14	2	14.93	8.28	0.99	S4	0
VO	6/1/2002	14	2	14.93	8.28	0.99	S5	0
VO	6/1/2002	15	2	21.62	7.89	0.72	S1	0
VO	6/1/2002	15	2	21.62	7.89	0.72	S2	1
VO	6/1/2002	15	2	21.62	7.89	0.72	S3	0
VO	6/1/2002	15	2	21.62	7.89	0.72	S4	0
VO	6/1/2002	15	2	21.62	7.89	0.72	S5	1
VO	6/1/2002	16	5	40.51	16.96	0.39	S1	1
VO	6/1/2002	16	5	40.51	16.96	0.39	S2	1
VO	6/1/2002	16	5	40.51	16.96	0.39	S3	1
VO	6/1/2002	16	5	40.51	16.96	0.39	S4	1
VO	6/1/2002	16	5	40.51	16.96	0.39	S5	1
VO	6/1/2002	17	4	94.75	3.2	0.07	S1	1
VO	6/1/2002	17	4	94.75	3.2	0.07	S2	0
VO	6/1/2002	17	4	94.75	3.2	0.07	S3	1
VO	6/1/2002	17	4	94.75	3.2	0.07	S4	1
VO	6/1/2002	17	4	94.75	3.2	0.07	S5	1
VO	6/1/2002	18	3	71.05	12.67	0.39	S1	0
VO	6/1/2002	18	3	71.05	12.67	0.39	S2	1
VO	6/1/2002	18	3	71.05	12.67	0.39	S3	1
VO	6/1/2002	18	3	71.05	12.67	0.39	S4	0
VO	6/1/2002	18	3	71.05	12.67	0.39	S5	1
VO	6/1/2002	19	1	37.6	7.84	0.48	S1	1
VO	6/1/2002	19	1	37.6	7.84	0.48	S2	0
VO	6/1/2002	19	1	37.6	7.84	0.48	S3	0
VO	6/1/2002	19	1	37.6	7.84	0.48	S4	0
VO	6/1/2002	19	1	37.6	7.84	0.48	S5	0
VO	6/1/2002	20	4	68.57	6.78	0.13	S1	1
VO	6/1/2002	20	4	68.57	6.78	0.13	S2	1
VO	6/1/2002	20	4	68.57	6.78	0.13	S3	1
VO	6/1/2002	20	4	68.57	6.78	0.13	S4	0
VO	6/1/2002	20	4	68.57	6.78	0.13	S5	1
VO	6/1/2002	21	4	87.75	10.27	0.12	S1	1
VO	6/1/2002	21	4	87.75	10.27	0.12	S2	1
VO	6/1/2002	21	4	87.75	10.27	0.12	S3	1
VO	6/1/2002	21	4	87.75	10.27	0.12	S4	1
VO	6/1/2002	21	4	87.75	10.27	0.12	S5	0
VO	6/1/2002	22	2	21.49	19.26	0.78	S1	0
VO	6/1/2002	22	2	21.49	19.26	0.78	S2	0
VO	6/1/2002	22	2	21.49	19.26	0.78	S3	1
VO	6/1/2002	22	2	21.49	19.26	0.78	S4	0
